title,residential_complex,char_total_area,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_высота_потолков,char_flat_вид_из_окон,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_living_area,char_площадь кухни,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_санузел,char_flat_балкон/лоджия,char_flat_отделка,char_building_количество_лифтов,char_building_парковка,hc_decoration_options,char_building_пандус
"Продается 2-комн. квартира, 51,7 м²",ЖК «Цветной Город»,"51,7 м²",22,23,2026,Не сдан,Чистовая,Новостройка,"51,7 м²","2,55 м",Во двор,Монолитный,р-н Красногвардейский,2,3,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"63 просмотра, нет за сегодня","25,7 м²","11,5 м²","25,7 м²","11,5 м²",1 раздельный,1 лоджия,Чистовая,3 грузовых,,"Чистовая, Чистовая с мебелью",
"Продается 1-комн. квартира, 35,9 м²",ЖК «Лайнеръ»,"35,9 м²",6,17,2025,Сдан,,Новостройка,"35,9 м²",,,Монолитно-кирпичный,р-н Невский,120,3,"Ломоносовская, Пролетарская, Обухово","7 мин., 8 мин., 8 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"19 просмотров, 3 за сегодня",,,,,1 совмещенный,,,"2 пассажирских, 2 грузовых",,,Есть
"Продается 1-комн. квартира, 37,75 м²",ЖК «Парадный ансамбль»,"37,75 м²",3,5,2026,Не сдан,Чистовая,Новостройка,"37,75 м²",,,Монолитно-кирпичный,р-н Московский,,3,"Московская, Проспект Ветеранов, Дунайская","21 мин., 23 мин., 23 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"232 просмотра, нет за сегодня","10,7 м²","18,1 м²","10,7 м²","18,1 м²",,1 лоджия,Чистовая,3 грузовых,Подземная,,
"Продается 1-комн. квартира, 39,15 м²",ЖК «Парадный ансамбль»,"39,15 м²",3,5,2028,Не сдан,Чистовая,Новостройка,"39,15 м²","2,77 м",,Монолитно-кирпичный,р-н Московский,,3,"Проспект Ветеранов, Юго-Западная, Ленинский проспект","23 мин., 24 мин., 25 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"15 просмотров, 1 за сегодня","10,7 м²","19,7 м²","10,7 м²","19,7 м²",,1 лоджия,Чистовая,"3 пассажирских, 3 грузовых",,,
"Продается 1-комн. квартира, 39,7 м²",ЖК «Любоград»,"39,7 м²",1,4,2027,Не сдан,Чистовая,Новостройка,"39,7 м²","2,77 м",,Монолитно-кирпичный,р-н Петродворцовый,,3,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"10 просмотров, нет за сегодня",13 м²,"15,9 м²",13 м²,"15,9 м²",,,Чистовая,7 пассажирских,,,
"Продается студия, 22,91 м²",ЖК «Квартал бизнес-класса Б15»,"22,91 м²",2,17,2026,Не сдан,С отделкой,Новостройка,"22,91 м²","2,73 м",,Монолитно-кирпичный,р-н Калининский,Б15 жилой квартал,3,"Лесная, Выборгская, Площадь Ленина","5 мин., 7 мин., 7 мин.",КВС,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,True,"165 просмотров, нет за сегодня","10,1 м²",,"10,1 м²",,,,С отделкой,"11 пассажирских, 11 грузовых",,"Чистовая, Предчистовая",
"Продается 1-комн. квартира, 36,53 м²",ЖК «Дубровский»,"36,53 м²",1,4,2027,Не сдан,С отделкой,Новостройка,"36,53 м²",,,Монолитно-кирпичный,р-н Пушкинский,,3,"Купчино, Звездная, Шушары","24 мин., 25 мин., 27 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"4 просмотра, нет за сегодня","13,5 м²","15,1 м²","13,5 м²","15,1 м²",,,С отделкой,,,"Чистовая, Предчистовая",
"Продается 1-комн. квартира, 37,37 м²",ЖК «GloraX Парголово (Глоракс Парголово)»,"37,37 м²",12,15,2026,Не сдан,Нет информации,Новостройка,"37,37 м²","2,6 м",,Монолитный,р-н Выборгский,8к1,3,"Проспект Просвещения, Озерки, Парнас","11 мин., 11 мин., 13 мин.",GloraX,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"19 просмотров, нет за сегодня","11,3 м²","16,1 м²","11,3 м²","16,1 м²",,,Нет информации,,,"Чистовая, Черновая",
"Продается 1-комн. квартира, 34,1 м²",ЖК «Клюква.Парк»,"34,1 м²",4,12,2028,Не сдан,Без отделки,Новостройка,"34,1 м²","2,72 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"2 просмотра, нет за сегодня",,,,,,,,"10 пассажирских, 10 грузовых",,,Есть
"Продается студия, 24,9 м²",ЖК «БелАрт»,"24,9 м²",11,22,2025,Не сдан,Без отделки,Новостройка,"24,9 м²",3 м,На улицу,Монолитно-кирпичный,просп. Маршала Блюхера,,3,"Лесная, Выборгская, Академическая","16 мин., 23 мин., 6 мин.",,,,,,,,False,"86 просмотров, 1 за сегодня","16,1 м²",,"16,1 м²",,1 совмещенный,,,"4 пассажирских, 2 грузовых",,,Есть
"Продается студия, 31,8 м²",ЖК «Veren Village Стрельна (Верен Вилладж Стрельна)»,"31,8 м²",3,3,2022,Сдан,,Новостройка,"31,8 м²","2,8 м",,Монолитный,р-н Петродворцовый,22,3,"Юго-Западная, Ленинский проспект, Проспект Ветеранов","15 мин., 16 мин., 18 мин.",Veren Group,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"142 просмотра, 1 за сегодня",,,,,1 совмещенный,,,,,,Есть
